"coords.x1","coords.x2","Permanent_Identifier","X.1","X","OBJECTID","Shape","ORIG_FID","DomainNum","SiteID","Source","Length","Shape_Leng","slope","row_count","Q_multiplier"
-105.555006,40.039493,1018,224,224,508,"Point",13,"D13","COMO",NA,0,1038.329174,0.007747132,224,0.297421689624374
-105.554897,40.039348,1018,225,225,509,"Point",13,"D13","COMO",NA,0,1038.329174,0.01963056,225,0.300872310574698
-105.5548,40.039204,1018,226,226,510,"Point",13,"D13","COMO",NA,0,1038.329174,0.02136821,226,0.304213573207317
-105.554733,40.039053,1018,227,227,511,"Point",13,"D13","COMO",NA,0,1038.329174,0.024999672,227,0.307500925448539
-105.554675,40.038911,1018,228,228,512,"Point",13,"D13","COMO",NA,0,1038.329174,0.017586965,228,0.310567666444386
-105.554817,40.038872,1018,229,229,513,"Point",13,"D13","COMO",NA,0,1038.329174,0.026559085,229,0.312955894124865
-105.554949,40.038755,1018,230,230,514,"Point",13,"D13","COMO",NA,0,1038.329174,0.032429341,230,0.316146905747649
-105.554996,40.038616,1018,231,231,515,"Point",13,"D13","COMO",NA,0,1038.329174,0.05064937,231,0.319106174996578
-105.554993,40.038518,1018,232,232,516,"Point",13,"D13","COMO",NA,0,1038.329174,0.043882563,232,0.321126040408775
-105.554958,40.038383,1018,233,233,517,"Point",13,"D13","COMO",NA,0,1038.329174,0.032882915,233,0.323962432470687
-105.554968,40.038229,1018,234,234,518,"Point",13,"D13","COMO",NA,0,1038.329174,0.013390966,234,0.327139578282641
-105.554968,40.038229,1018,234,234,518,"Point",13,"D13","COMO",NA,0,1038.329174,0.013390966,234,0.327139578282641
-105.554968,40.038229,1018,235,289,573,"Point",15,"D13","COMO",NA,0,290.834946,0.014194481,235,0.327139578282641
-105.554968,40.038229,1018,235,289,573,"Point",15,"D13","COMO",NA,0,290.834946,0.014194481,235,0.327139578282641
-105.554894,40.038096,1018,236,290,574,"Point",15,"D13","COMO",NA,0,290.834946,0.161137944,236,0.330120161607913
-105.554879,40.037955,1018,237,291,575,"Point",15,"D13","COMO",NA,0,290.834946,0.179819289,237,0.333035186996549
-105.554851,40.037849,1018,238,292,576,"Point",15,"D13","COMO",NA,0,290.834946,0.224690919,238,0.335263900028459
-105.554906,40.037725,1018,239,293,577,"Point",15,"D13","COMO",NA,0,290.834946,0.07360661,239,0.337963350958698
-105.554885,40.037563,1018,240,294,578,"Point",15,"D13","COMO",NA,0,290.834946,0.05263559,240,0.341317916797846
-105.554845,40.037434,1018,241,295,579,"Point",15,"D13","COMO",NA,0,290.834946,0.002769431,241,0.344050437594929
-105.55473,40.037332,1018,242,296,580,"Point",15,"D13","COMO",NA,0,290.834946,0.004229474,242,0.346831571681683
-105.554714,40.037195,1018,243,297,581,"Point",15,"D13","COMO",NA,0,290.834946,0.004329218,243,0.349665830562896
-105.554643,40.037068,1018,244,298,582,"Point",15,"D13","COMO",NA,0,290.834946,0.004407984,244,0.352514069126385
-105.554548,40.036952,1018,245,299,583,"Point",15,"D13","COMO",NA,0,290.834946,0.005058642,245,0.355338422063389
-105.554423,40.036839,1018,246,300,584,"Point",15,"D13","COMO",NA,0,290.834946,0.006344214,246,0.358394712158801
-105.554357,40.0367,1018,247,301,585,"Point",15,"D13","COMO",NA,0,290.834946,0.007490001,247,0.361443626426724
-105.554344,40.036582,1018,248,302,586,"Point",15,"D13","COMO",NA,0,290.834946,0.00793102,248,0.363883737911607
-105.554286,40.036442,1018,249,303,587,"Point",15,"D13","COMO",NA,0,290.834946,0.008641435,249,0.366911194752519
-105.554238,40.036367,1018,250,304,588,"Point",15,"D13","COMO",NA,0,290.834946,0.010776135,250,0.368633457545354
-105.554238,40.036367,1018,250,304,588,"Point",15,"D13","COMO",NA,0,290.834946,0.010776135,250,0.368633457545354
-105.554238,40.036367,1018,251,323,607,"Point",17,"D13","COMO",NA,0,119.869632,0.010354068,251,0.368633457545354
-105.554238,40.036367,1018,251,323,607,"Point",17,"D13","COMO",NA,0,119.869632,0.010354068,251,0.368633457545354
-105.554263,40.036235,1018,252,324,608,"Point",17,"D13","COMO",NA,0,119.869632,0.008536821,252,0.37138200949811
-105.554261,40.036145,1018,253,325,609,"Point",17,"D13","COMO",NA,0,119.869632,0.009588749,253,0.373236744410589
-105.554231,40.036001,1018,254,326,610,"Point",17,"D13","COMO",NA,0,119.869632,0.007837526,254,0.376241691714657
-105.554151,40.035859,1018,255,327,611,"Point",17,"D13","COMO",NA,0,119.869632,0.006508533,255,0.379430197685864
-105.554031,40.035742,1018,256,328,612,"Point",17,"D13","COMO",NA,0,119.869632,0.009667995,256,0.382500106063735
-105.553959,40.035666,1018,257,329,613,"Point",17,"D13","COMO",NA,0,119.869632,0.017428234,257,0.384437316844795
-105.575528,40.042462,1015,258,235,519,"Point",14,"D13","COMO",NA,0,1057.930827,0.044744923,258,0.0176058898946674
-105.575516,40.042322,1015,259,236,520,"Point",14,"D13","COMO",NA,0,1057.930827,0.044697659,259,0.0179671020614159
-105.57534,40.042254,1015,260,237,521,"Point",14,"D13","COMO",NA,0,1057.930827,0.040772002,260,0.0183568881737943
-105.575185,40.042194,1015,261,238,522,"Point",14,"D13","COMO",NA,0,1057.930827,0.016892962,261,0.0187002974684885
-105.575123,40.042078,1015,262,239,523,"Point",14,"D13","COMO",NA,0,1057.930827,0.013798882,262,0.0190231573725516
-105.574964,40.041971,1015,263,240,524,"Point",14,"D13","COMO",NA,0,1057.930827,0.016276971,263,0.0194413345377681
-105.574873,40.041835,1015,264,241,525,"Point",14,"D13","COMO",NA,0,1057.930827,0.017814794,264,0.0198350567560413
-105.574695,40.041797,1015,265,242,526,"Point",14,"D13","COMO",NA,0,1057.930827,0.019230954,265,0.0202006108028152
-105.574585,40.041827,1015,266,243,527,"Point",14,"D13","COMO",NA,0,1057.930827,0.018984422,266,0.0204315715578854
-105.574423,40.04179,1015,267,244,528,"Point",14,"D13","COMO",NA,0,1057.930827,0.021435149,267,0.0207659849825147
-105.574278,40.041847,1015,268,245,529,"Point",14,"D13","COMO",NA,0,1057.930827,0.021142566,268,0.0210882551935895
-105.574105,40.041816,1015,269,246,530,"Point",14,"D13","COMO",NA,0,1057.930827,0.024180502,269,0.0214397614332385
-105.573976,40.041736,1015,270,247,531,"Point",14,"D13","COMO",NA,0,1057.930827,0.034193383,270,0.0217677518070047
-105.573892,40.041607,1015,271,248,532,"Point",14,"D13","COMO",NA,0,1057.930827,0.033328482,271,0.0221391354276382
-105.57387,40.041467,1015,272,249,533,"Point",14,"D13","COMO",NA,0,1057.930827,0.055135015,272,0.022502185681867
-105.573997,40.041378,1015,273,250,534,"Point",14,"D13","COMO",NA,0,1057.930827,0.0826774,273,0.0228422664098189
-105.573992,40.041275,1015,274,251,535,"Point",14,"D13","COMO",NA,0,1057.930827,0.111155057,274,0.0231076250059781
-105.573916,40.041191,1015,275,252,536,"Point",14,"D13","COMO",NA,0,1057.930827,0.128585502,275,0.0233710335497982
-105.57387,40.041048,1015,276,253,537,"Point",14,"D13","COMO",NA,0,1057.930827,0.157229426,276,0.0237502735295766
-105.573698,40.041035,1015,277,254,538,"Point",14,"D13","COMO",NA,0,1057.930827,0.23919926,277,0.0240922662517032
-105.573574,40.041141,1015,278,255,539,"Point",14,"D13","COMO",NA,0,1057.930827,0.203099044,278,0.0244592528421871
-105.57341,40.041089,1015,279,256,540,"Point",14,"D13","COMO",NA,0,1057.930827,0.167455876,279,0.0248103025033996
-105.573256,40.041133,1015,280,257,541,"Point",14,"D13","COMO",NA,0,1057.930827,0.079210607,280,0.0251354085701469
-105.573099,40.041112,1015,281,258,542,"Point",14,"D13","COMO",NA,0,1057.930827,0.186339705,281,0.0254507467760404
-105.572943,40.041111,1015,282,259,543,"Point",14,"D13","COMO",NA,0,1057.930827,0.20582651,282,0.0257594477357265
-105.572799,40.041062,1015,283,260,544,"Point",14,"D13","COMO",NA,0,1057.930827,0.23661835,283,0.0260710687051506
-105.572864,40.040984,1015,284,261,545,"Point",14,"D13","COMO",NA,0,1057.930827,0.159782562,284,0.0263095401229094
-105.572792,40.040865,1015,285,262,546,"Point",14,"D13","COMO",NA,0,1057.930827,0.117279577,285,0.0266474139451676
-105.572603,40.040866,1015,286,263,547,"Point",14,"D13","COMO",NA,0,1057.930827,0.079433717,286,0.0270214142295083
-105.572599,40.040727,1015,287,264,548,"Point",14,"D13","COMO",NA,0,1057.930827,0.079537243,287,0.0273793580110335
-105.572613,40.040612,1015,288,265,549,"Point",14,"D13","COMO",NA,0,1057.930827,0.080079216,288,0.027676719400633
-105.572455,40.040538,1015,289,266,550,"Point",14,"D13","COMO",NA,0,1057.930827,0.068250362,289,0.028042841685431
-105.57236,40.040658,1015,290,267,551,"Point",14,"D13","COMO",NA,0,1057.930827,0.029323575,290,0.0284044810051101
-105.57226,40.040745,1015,291,268,552,"Point",14,"D13","COMO",NA,0,1057.930827,0.01710422,291,0.0287033526045405
-105.572162,40.04072,1015,292,269,553,"Point",14,"D13","COMO",NA,0,1057.930827,0.080442235,292,0.0289076764525421
-105.572044,40.040614,1015,293,270,554,"Point",14,"D13","COMO",NA,0,1057.930827,0.13748719,293,0.0292668343361237
-105.571968,40.04055,1015,294,271,555,"Point",14,"D13","COMO",NA,0,1057.930827,0.16588743,294,0.029489915868974
-105.571819,40.040517,1015,295,272,556,"Point",14,"D13","COMO",NA,0,1057.930827,0.112116771,295,0.029796753492219
-105.571639,40.040454,1015,296,273,557,"Point",14,"D13","COMO",NA,0,1057.930827,0.063948166,296,0.0301881281015526
-105.571499,40.04038,1015,297,274,558,"Point",14,"D13","COMO",NA,0,1057.930827,0.068107926,297,0.0305243458248429
-105.571301,40.040369,1015,298,275,559,"Point",14,"D13","COMO",NA,0,1057.930827,0.128337372,298,0.0309171713096578
-105.571195,40.040269,1015,299,276,560,"Point",14,"D13","COMO",NA,0,1057.930827,0.168352599,299,0.0312492515613725
-105.571131,40.040234,1015,300,277,561,"Point",14,"D13","COMO",NA,0,1057.930827,0.178106525,300,0.0314046800974008
-105.571074,40.040364,1015,301,278,562,"Point",14,"D13","COMO",NA,0,1057.930827,0.122597756,301,0.0317578607008314
-105.570906,40.040348,1015,302,279,563,"Point",14,"D13","COMO",NA,0,1057.930827,0.085900534,302,0.0320928423012141
-105.570759,40.040346,1015,303,280,564,"Point",14,"D13","COMO",NA,0,1057.930827,0.088770356,303,0.0323837722908423
-105.570636,40.040365,1015,304,281,565,"Point",14,"D13","COMO",NA,0,1057.930827,0.082022825,304,0.0326320320662648
-105.570471,40.040356,1015,305,282,566,"Point",14,"D13","COMO",NA,0,1057.930827,0.08627584,305,0.0329593560497993
-105.570327,40.040264,1015,306,283,567,"Point",14,"D13","COMO",NA,0,1057.930827,0.050623969,306,0.0333298901215576
-105.570161,40.040235,1015,307,284,568,"Point",14,"D13","COMO",NA,0,1057.930827,0.069509314,307,0.0336667502786705
-105.570132,40.040113,1015,308,285,569,"Point",14,"D13","COMO",NA,0,1057.930827,0.06411768,308,0.033986039164408
-105.570023,40.039962,1015,309,286,570,"Point",14,"D13","COMO",NA,0,1057.930827,0.085717916,309,0.034430616815555
-105.569972,40.039813,1015,310,287,571,"Point",14,"D13","COMO",NA,0,1057.930827,0.082488956,310,0.0348272712223787
-105.569815,40.039725,1015,311,288,572,"Point",14,"D13","COMO",NA,0,1057.930827,0.067798116,311,0.0352117797893349
-105.551454,40.034173,1017,312,305,589,"Point",16,"D13","COMO",NA,0,327.822331,0.034885679,312,0.0261949324297948
-105.55131,40.034095,1017,313,306,590,"Point",16,"D13","COMO",NA,0,327.822331,0.005157299,313,0.027847211886483
-105.551149,40.034067,1017,314,307,591,"Point",16,"D13","COMO",NA,0,327.822331,0.016174702,314,0.0293954625355792
-105.550999,40.03398,1017,315,308,592,"Point",16,"D13","COMO",NA,0,327.822331,0.015989679,315,0.0311579360107891
-105.550864,40.034003,1017,316,309,593,"Point",16,"D13","COMO",NA,0,327.822331,0.026846826,316,0.032454884955062
-105.550722,40.033907,1017,317,310,594,"Point",16,"D13","COMO",NA,0,327.822331,0.020195438,317,0.0342285885118056
-105.550565,40.033964,1017,318,311,595,"Point",16,"D13","COMO",NA,0,327.822331,0.020580795,318,0.0358571428490015
-105.550398,40.034025,1017,319,312,596,"Point",16,"D13","COMO",NA,0,327.822331,0.011267554,319,0.037591355431839
-105.550195,40.034035,1017,320,313,597,"Point",16,"D13","COMO",NA,0,327.822331,0.010422743,320,0.039499281733502
-105.550003,40.03409,1017,321,314,598,"Point",16,"D13","COMO",NA,0,327.822331,0.018261816,321,0.0414211101656257
-105.549811,40.034117,1017,322,315,599,"Point",16,"D13","COMO",NA,0,327.822331,0.017141717,322,0.0432518423468776
-105.549731,40.034159,1017,323,316,600,"Point",16,"D13","COMO",NA,0,327.822331,0.070918036,323,0.0441605013381818
-105.549593,40.034209,1017,324,317,601,"Point",16,"D13","COMO",NA,0,327.822331,0.086108977,324,0.0455914346245601
-105.549432,40.03427,1017,325,318,602,"Point",16,"D13","COMO",NA,0,327.822331,0.097933457,325,0.0472749860062059
-105.549326,40.034298,1017,326,319,603,"Point",16,"D13","COMO",NA,0,327.822331,0.042954404,326,0.0483262649079446
-105.549299,40.034393,1017,327,320,604,"Point",16,"D13","COMO",NA,0,327.822331,0.026658157,327,0.0495127810964906
-105.549143,40.034487,1017,328,321,605,"Point",16,"D13","COMO",NA,0,327.822331,0.029148818,328,0.0513719323836936
-105.549082,40.034556,1017,329,322,606,"Point",16,"D13","COMO",NA,0,327.822331,0.080021231,329,0.0523898648595897
-105.55568,40.036566,1020,330,330,82,"Point",4,"D13","COMO",NA,0,1762.790324,0.08581149,330,0.460407233250766
-105.555584,40.036521,1020,331,331,83,"Point",0,"D13","COMO",NA,0,2899.690984,0.085833561,331,0.461002039247413
-105.555406,40.036465,1020,332,332,84,"Point",0,"D13","COMO",NA,0,2899.690984,0.05747322,332,0.462019451494926
-105.555232,40.036385,1020,333,333,85,"Point",0,"D13","COMO",NA,0,2899.690984,0.057231046,333,0.463091979430792
-105.555208,40.036233,1020,334,334,86,"Point",0,"D13","COMO",NA,0,2899.690984,0.059698076,334,0.464145709731197
-105.555042,40.036133,1020,335,335,87,"Point",0,"D13","COMO",NA,0,2899.690984,0.069345468,335,0.46526137467645
-105.55487,40.036046,1020,336,336,88,"Point",0,"D13","COMO",NA,0,2899.690984,0.093005391,336,0.466350560263651
-105.55467,40.035983,1020,337,337,89,"Point",0,"D13","COMO",NA,0,2899.690984,0.081020338,337,0.467493932061878
-105.554466,40.035927,1020,338,338,90,"Point",0,"D13","COMO",NA,0,2899.690984,0.055651955,338,0.468639824728493
-105.554313,40.035864,1020,339,339,91,"Point",0,"D13","COMO",NA,0,2899.690984,0.042321115,339,0.469557993606548
-105.554244,40.035713,1020,340,340,92,"Point",0,"D13","COMO",NA,0,2899.690984,0.035815301,340,0.470659405045099
-105.554118,40.035697,1020,341,341,93,"Point",0,"D13","COMO",NA,0,2899.690984,0.034409828,341,0.471334969837623
-105.553959,40.035666,1020,342,342,94,"Point",0,"D13","COMO",NA,0,119.869632,0.017447855,342,0.472202703108197
-105.553959,40.035666,1021,343,342,94,"Point",0,"D13","COMO",NA,0,119.869632,0.017447855,343,0.856640019952992
-105.553954,40.035666,1021,344,343,95,"Point",0,"D13","COMO",NA,0,2899.690984,0.029217788,344,0.856665779057094
-105.553862,40.035558,1021,345,344,96,"Point",0,"D13","COMO",NA,0,2899.690984,0.035538739,345,0.857530993485134
-105.553687,40.035458,1021,346,345,97,"Point",0,"D13","COMO",NA,0,2899.690984,0.036657478,346,0.858654395822506
-105.553497,40.035448,1021,347,346,98,"Point",0,"D13","COMO",NA,0,2899.690984,0.029592493,347,0.859635536687379
-105.553393,40.035405,1021,348,347,99,"Point",0,"D13","COMO",NA,0,2899.690984,0.035481661,348,0.860243919701754
-105.553213,40.035402,1021,349,348,100,"Point",0,"D13","COMO",NA,0,2899.690984,0.061638519,349,0.861171468960728
-105.553075,40.035307,1021,350,349,101,"Point",0,"D13","COMO",NA,0,2899.690984,0.063207081,350,0.86212585988447
-105.552887,40.035277,1021,351,350,102,"Point",0,"D13","COMO",NA,0,2899.690984,0.047009446,351,0.863115057909765
-105.552723,40.035198,1021,352,351,103,"Point",0,"D13","COMO",NA,0,2899.690984,0.018525548,352,0.864112158805312
-105.552605,40.035126,1021,353,352,104,"Point",0,"D13","COMO",NA,0,2899.690984,0.020771494,353,0.864888324214654
-105.552428,40.035118,1021,354,353,105,"Point",0,"D13","COMO",NA,0,2899.690984,0.03289052,354,0.865801778743724
-105.552298,40.035001,1021,355,354,106,"Point",0,"D13","COMO",NA,0,2899.690984,0.032895367,355,0.866833025150305
-105.5521,40.034965,1021,356,355,107,"Point",0,"D13","COMO",NA,0,2899.690984,0.043476578,356,0.867881243129768
-105.551929,40.034872,1021,357,356,108,"Point",0,"D13","COMO",NA,0,2899.690984,0.048109032,357,0.868960421287311
-105.551744,40.034884,1021,358,357,109,"Point",0,"D13","COMO",NA,0,2899.690984,0.056486415,358,0.869916906508598
-105.551567,40.034839,1021,359,358,110,"Point",0,"D13","COMO",NA,0,2899.690984,0.056202486,359,0.870877372125178
-105.551403,40.034774,1021,360,359,111,"Point",0,"D13","COMO",NA,0,2899.690984,0.075073179,360,0.871827982366314
-105.551262,40.034712,1021,361,360,112,"Point",0,"D13","COMO",NA,0,2899.690984,0.081634609,361,0.872664854265664
-105.551072,40.034658,1021,362,361,113,"Point",0,"D13","COMO",NA,0,2899.690984,0.095727764,362,0.873708479883953
-105.55088,40.034615,1021,363,362,114,"Point",0,"D13","COMO",NA,0,2899.690984,0.067007768,363,0.874738773030302
-105.550706,40.034588,1021,364,363,115,"Point",0,"D13","COMO",NA,0,2899.690984,0.057402787,364,0.87565328656137
-105.55052,40.034652,1021,365,364,116,"Point",0,"D13","COMO",NA,0,2899.690984,0.024427583,365,0.876703164134621
-105.550317,40.034607,1021,366,365,117,"Point",0,"D13","COMO",NA,0,2899.690984,0.021956727,366,0.877791619643508
-105.550128,40.034589,1021,367,366,118,"Point",0,"D13","COMO",NA,0,2899.690984,0.046771896,367,0.878772774075979
-105.549932,40.034571,1021,368,367,119,"Point",0,"D13","COMO",NA,0,2899.690984,0.057599137,368,0.879789728095327
-105.54985,40.03459,1021,369,368,120,"Point",0,"D13","COMO",NA,0,2899.690984,0.017599137,369,0.880230959667856
-105.54985,40.03459,1022,370,368,120,"Point",5,"D14","COMO",NA,0,160.412588,0.060559631,370,0.924019195425547
-105.549737,40.034603,1022,371,369,121,"Point",0,"D13","COMO",NA,0,2899.690984,0.037991243,371,0.924590157851707
-105.549546,40.034573,1022,372,370,122,"Point",0,"D13","COMO",NA,0,2899.690984,0.040341623,372,0.925564327272146
-105.54937,40.034525,1022,373,371,123,"Point",0,"D13","COMO",NA,0,2899.690984,0.038022129,373,0.92649753475156
-105.549157,40.034546,1022,374,372,124,"Point",0,"D13","COMO",NA,0,2899.690984,0.040289105,374,0.927570639079505
-105.549082,40.034556,1022,375,372,124,"Point",0,"D13","COMO",NA,0,2899.690984,0.010289105,375,0.927951018811355
-105.549082,40.034556,1019,376,373,125,"Point",16,"D13","COMO",NA,0,327.822331,0.065965026,376,0.980340883670944
-105.548932,40.034565,1019,377,374,126,"Point",0,"D13","COMO",NA,0,2899.690984,0.094438576,377,0.980935856965634
-105.548732,40.034574,1019,378,375,127,"Point",0,"D13","COMO",NA,0,2899.690984,0.096386749,378,0.981728103004614
-105.548522,40.034602,1019,379,376,128,"Point",0,"D13","COMO",NA,0,2899.690984,0.06823903,379,0.982570939584712
-105.548314,40.034602,1019,380,377,129,"Point",0,"D13","COMO",NA,0,2899.690984,0.067612731,380,0.983393466820701
-105.548161,40.034666,1019,381,378,130,"Point",0,"D13","COMO",NA,0,2899.690984,0.087165241,381,0.984082282087031
-105.547963,40.034661,1019,382,379,131,"Point",0,"D13","COMO",NA,0,2899.690984,0.086021896,382,0.984865686439782
-105.547755,40.034676,1019,383,380,132,"Point",0,"D13","COMO",NA,0,2899.690984,0.052664014,383,0.985691824742964
-105.547567,40.034731,1019,384,381,133,"Point",0,"D13","COMO",NA,0,2899.690984,0.04035714,384,0.986487284942018
-105.547377,40.03472,1019,385,382,134,"Point",0,"D13","COMO",NA,0,2899.690984,0.057321939,385,0.987240758634418
-105.547176,40.034713,1019,386,383,135,"Point",0,"D13","COMO",NA,0,2899.690984,0.096145834,386,0.988036418683339
-105.547075,40.034858,1019,387,384,136,"Point",0,"D13","COMO",NA,0,2899.690984,0.085413345,387,0.988882562057948
-105.546897,40.034786,1019,388,385,137,"Point",0,"D13","COMO",NA,0,2899.690984,0.071234389,388,0.989677961621863
-105.546728,40.034781,1019,389,386,138,"Point",0,"D13","COMO",NA,0,2899.690984,0.0643842,389,0.990346758062053
-105.546518,40.03479,1019,390,387,139,"Point",0,"D13","COMO",NA,0,2899.690984,0.03455345,390,0.991178481704784
-105.546316,40.034833,1019,391,388,140,"Point",0,"D13","COMO",NA,0,2899.690984,0.05683531,391,0.992007344288033
-105.546156,40.034915,1019,392,389,141,"Point",0,"D13","COMO",NA,0,2899.690984,0.02145685,392,0.992767789868682
-105.545963,40.034924,1019,393,390,142,"Point",0,"D13","COMO",NA,0,2899.690984,0.03142537,393,0.993532399818919
-105.545751,40.034948,1019,394,391,143,"Point",0,"D13","COMO",NA,0,2899.690984,0.03245538,394,0.994379783895092
-105.545612,40.035037,1019,395,392,144,"Point",0,"D13","COMO",NA,0,2899.690984,0.03867533,395,0.995095162940562
-105.545414,40.035016,1019,396,393,145,"Point",0,"D13","COMO",NA,0,2899.690984,0.04593338,396,0.995885558767659
-105.545209,40.035034,1019,397,394,146,"Point",0,"D13","COMO",NA,0,2899.690984,0.05689339,397,0.996701489296361
-105.544999,40.035008,1019,398,395,147,"Point",0,"D13","COMO",NA,0,2899.690984,0.087614699,398,0.997542623351078
-105.54479,40.034965,1019,399,396,148,"Point",0,"D13","COMO",NA,0,2899.690984,0.070228211,399,0.998398192861482
-105.544584,40.034945,1019,400,397,149,"Point",0,"D13","COMO",NA,0,2899.690984,0.113456656,400,0.999219278971101
-105.544387,40.034955,1019,401,398,150,"Point",0,"D13","COMO",NA,0,2899.690984,0.113456656,401,1
