"","DayOfYear","Interp.Value","LowerBound","UpperBound","gw_min","gw_max","AvgWaterTemp_C","NEP_median","NEP_lower","NEP_upper","daily_NEP","atm_CO2_ppm","date","measured_discharge"
"16",125,21140.065606894,20093.9619525896,25469.9243201931,20585.0099995102,35003.1821247607,0.0238064516129032,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,439.292971860737,2021-05-05,0.8039396875
"17",126,21324.8132174818,20256.6559100906,25537.5025601885,20585.0099995102,35003.1821247607,-0.00965625,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,438.662799994188,2020-05-05,0.6751178125
"18",126,21324.8132174818,20256.6559100906,25537.5025601885,20585.0099995102,35003.1821247607,-0.00965625,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,438.662799994188,2021-05-06,0.84889
"19",126,21324.8132174818,20256.6559100906,25537.5025601885,20585.0099995102,35003.1821247607,-0.00965625,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,438.662799994188,2022-05-06,1.664398125
"20",126,21324.8132174818,20256.6559100906,25537.5025601885,20585.0099995102,35003.1821247607,-0.00965625,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,438.662799994188,2023-05-06,0.657322708333333
"21",127,21509.3189940049,20419.2977935346,25605.0808001839,20585.0099995102,35003.1821247607,0.453254847645429,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,441.980291151444,2020-05-06,0.831769270833333
"22",127,21509.3189940049,20419.2977935346,25605.0808001839,20585.0099995102,35003.1821247607,0.453254847645429,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,441.980291151444,2023-05-07,2.02981916666667
"23",127,21509.3189940049,20419.2977935346,25605.0808001839,20585.0099995102,35003.1821247607,0.453254847645429,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,441.980291151444,2021-05-07,1.06239011764706
"24",127,21509.3189940049,20419.2977935346,25605.0808001839,20585.0099995102,35003.1821247607,0.453254847645429,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,441.980291151444,2019-05-07,0.212287078651685
"25",127,21509.3189940049,20419.2977935346,25605.0808001839,20585.0099995102,35003.1821247607,0.453254847645429,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,441.980291151444,2022-05-07,1.72924604166667
"26",128,21693.5191135863,20581.8683664962,25672.6590401793,20585.0099995102,35003.1821247607,0.407993644067797,3.52086430536986,1.91388094289551,5.25259372100109,4.08859893840428,437.267009287547,2023-05-08,1.52289479166667
"27",128,21693.5191135863,20581.8683664962,25672.6590401793,20585.0099995102,35003.1821247607,0.407993644067797,3.52086430536986,1.91388094289551,5.25259372100109,4.08859893840428,437.267009287547,2022-05-08,1.54302541666667
"28",128,21693.5191135863,20581.8683664962,25672.6590401793,20585.0099995102,35003.1821247607,0.407993644067797,3.52086430536986,1.91388094289551,5.25259372100109,4.08859893840428,437.267009287547,2021-05-08,0.916162395833333
"29",128,21693.5191135863,20581.8683664962,25672.6590401793,20585.0099995102,35003.1821247607,0.407993644067797,3.52086430536986,1.91388094289551,5.25259372100109,4.08859893840428,437.267009287547,2019-05-08,0.231493333333333
"30",128,21693.5191135863,20581.8683664962,25672.6590401793,20585.0099995102,35003.1821247607,0.407993644067797,3.52086430536986,1.91388094289551,5.25259372100109,4.08859893840428,437.267009287547,2020-05-07,0.759125625
"31",129,21877.3497533494,20744.3483925497,25740.2372801747,20585.0099995102,35003.1821247607,0.466145739910314,3.52086430536986,1.91388094289551,5.25259372100109,4.59753688453618,432.470105360015,2022-05-09,0.979719791666667
"32",129,21877.3497533494,20744.3483925497,25740.2372801747,20585.0099995102,35003.1821247607,0.466145739910314,3.52086430536986,1.91388094289551,5.25259372100109,4.59753688453618,432.470105360015,2020-05-08,1.11754177083333
"33",129,21877.3497533494,20744.3483925497,25740.2372801747,20585.0099995102,35003.1821247607,0.466145739910314,3.52086430536986,1.91388094289551,5.25259372100109,4.59753688453618,432.470105360015,2023-05-09,1.26033770833333
"34",129,21877.3497533494,20744.3483925497,25740.2372801747,20585.0099995102,35003.1821247607,0.466145739910314,3.52086430536986,1.91388094289551,5.25259372100109,4.59753688453618,432.470105360015,2019-05-09,0.329296458333333
"35",129,21877.3497533494,20744.3483925497,25740.2372801747,20585.0099995102,35003.1821247607,0.466145739910314,3.52086430536986,1.91388094289551,5.25259372100109,4.59753688453618,432.470105360015,2021-05-09,0.889585416666667
"36",130,22060.7470904172,20906.7186352697,25807.8155201701,20585.0099995102,35003.1821247607,0.505024822695035,3.52086430536986,1.91388094289551,5.25259372100109,6.11290663045966,435.637239706195,2022-05-10,0.724930625
"37",130,22060.7470904172,20906.7186352697,25807.8155201701,20585.0099995102,35003.1821247607,0.505024822695035,3.52086430536986,1.91388094289551,5.25259372100109,6.11290663045966,435.637239706195,2023-05-10,0.8328921875
"38",130,22060.7470904172,20906.7186352697,25807.8155201701,20585.0099995102,35003.1821247607,0.505024822695035,3.52086430536986,1.91388094289551,5.25259372100109,6.11290663045966,435.637239706195,2019-05-10,0.3953578125
"39",130,22060.7470904172,20906.7186352697,25807.8155201701,20585.0099995102,35003.1821247607,0.505024822695035,3.52086430536986,1.91388094289551,5.25259372100109,6.11290663045966,435.637239706195,2020-05-09,1.520701875
"40",130,22060.7470904172,20906.7186352697,25807.8155201701,20585.0099995102,35003.1821247607,0.505024822695035,3.52086430536986,1.91388094289551,5.25259372100109,6.11290663045966,435.637239706195,2021-05-10,0.933114367816092
"41",131,22243.647301913,21068.9598582307,25875.3937601655,20585.0099995102,35003.1821247607,0.642117647058824,3.52086430536986,1.91388094289551,5.25259372100109,2.35040714122438,440.085857714031,2022-05-11,0.709859583333333
"42",131,22243.647301913,21068.9598582307,25875.3937601655,20585.0099995102,35003.1821247607,0.642117647058824,3.52086430536986,1.91388094289551,5.25259372100109,2.35040714122438,440.085857714031,2023-05-11,1.03030583333333
"43",131,22243.647301913,21068.9598582307,25875.3937601655,20585.0099995102,35003.1821247607,0.642117647058824,3.52086430536986,1.91388094289551,5.25259372100109,2.35040714122438,440.085857714031,2019-05-11,0.378772395833333
"44",131,22243.647301913,21068.9598582307,25875.3937601655,20585.0099995102,35003.1821247607,0.642117647058824,3.52086430536986,1.91388094289551,5.25259372100109,2.35040714122438,440.085857714031,2021-05-11,0.910682272727273
"45",131,22243.647301913,21068.9598582307,25875.3937601655,20585.0099995102,35003.1821247607,0.642117647058824,3.52086430536986,1.91388094289551,5.25259372100109,2.35040714122438,440.085857714031,2020-05-10,2.02308479166667
"46",132,22425.9865649599,21231.0528250072,25942.9720001609,20585.0099995102,35003.1821247607,0.831837837837838,3.52086430536986,1.91388094289551,5.25259372100109,2.25344939264377,440.173185236613,2021-05-12,0.807176666666667
"47",132,22425.9865649599,21231.0528250072,25942.9720001609,20585.0099995102,35003.1821247607,0.831837837837838,3.52086430536986,1.91388094289551,5.25259372100109,2.25344939264377,440.173185236613,2023-05-12,1.3836484375
"48",132,22425.9865649599,21231.0528250072,25942.9720001609,20585.0099995102,35003.1821247607,0.831837837837838,3.52086430536986,1.91388094289551,5.25259372100109,2.25344939264377,440.173185236613,2020-05-11,2.94887229166667
"49",132,22425.9865649599,21231.0528250072,25942.9720001609,20585.0099995102,35003.1821247607,0.831837837837838,3.52086430536986,1.91388094289551,5.25259372100109,2.25344939264377,440.173185236613,2022-05-12,0.690149166666667
"50",132,22425.9865649599,21231.0528250072,25942.9720001609,20585.0099995102,35003.1821247607,0.831837837837838,3.52086430536986,1.91388094289551,5.25259372100109,2.25344939264377,440.173185236613,2019-05-12,0.340438541666667
"51",133,22607.7010566812,21392.9782991736,26010.5502401563,20585.0099995102,35003.1821247607,0.817613251155624,3.52086430536986,1.91388094289551,5.25259372100109,1.87970311120484,437.516289718726,2021-05-13,0.7055709375
"52",133,22607.7010566812,21392.9782991736,26010.5502401563,20585.0099995102,35003.1821247607,0.817613251155624,3.52086430536986,1.91388094289551,5.25259372100109,1.87970311120484,437.516289718726,2023-05-13,1.2225209375
"53",133,22607.7010566812,21392.9782991736,26010.5502401563,20585.0099995102,35003.1821247607,0.817613251155624,3.52086430536986,1.91388094289551,5.25259372100109,1.87970311120484,437.516289718726,2020-05-12,2.8090709375
"54",133,22607.7010566812,21392.9782991736,26010.5502401563,20585.0099995102,35003.1821247607,0.817613251155624,3.52086430536986,1.91388094289551,5.25259372100109,1.87970311120484,437.516289718726,2019-05-13,0.328502708333333
"55",133,22607.7010566812,21392.9782991736,26010.5502401563,20585.0099995102,35003.1821247607,0.817613251155624,3.52086430536986,1.91388094289551,5.25259372100109,1.87970311120484,437.516289718726,2022-05-13,1.21230927083333
"56",134,22788.7269542,21554.7170443044,26078.1284801517,20585.0099995102,35003.1821247607,0.982971726190476,3.52086430536986,1.91388094289551,5.25259372100109,1.09757452561725,437.125298915146,2020-05-13,1.95948833333333
"57",134,22788.7269542,21554.7170443044,26078.1284801517,20585.0099995102,35003.1821247607,0.982971726190476,3.52086430536986,1.91388094289551,5.25259372100109,1.09757452561725,437.125298915146,2023-05-14,1.29142270833333
"58",134,22788.7269542,21554.7170443044,26078.1284801517,20585.0099995102,35003.1821247607,0.982971726190476,3.52086430536986,1.91388094289551,5.25259372100109,1.09757452561725,437.125298915146,2021-05-14,0.5544884375
"59",134,22788.7269542,21554.7170443044,26078.1284801517,20585.0099995102,35003.1821247607,0.982971726190476,3.52086430536986,1.91388094289551,5.25259372100109,1.09757452561725,437.125298915146,2022-05-14,0.999070625
"60",134,22788.7269542,21554.7170443044,26078.1284801517,20585.0099995102,35003.1821247607,0.982971726190476,3.52086430536986,1.91388094289551,5.25259372100109,1.09757452561725,437.125298915146,2019-05-14,0.334831368421053
"61",135,22969.0004346395,21716.249823974,26145.7067201471,20585.0099995102,35003.1821247607,1.21528720238095,3.52086430536986,1.91388094289551,5.25259372100109,5.39965531806586,432.772657336841,2020-05-14,1.33402083333333
"62",135,22969.0004346395,21716.249823974,26145.7067201471,20585.0099995102,35003.1821247607,1.21528720238095,3.52086430536986,1.91388094289551,5.25259372100109,5.39965531806586,432.772657336841,2023-05-15,1.13190895833333
"63",135,22969.0004346395,21716.249823974,26145.7067201471,20585.0099995102,35003.1821247607,1.21528720238095,3.52086430536986,1.91388094289551,5.25259372100109,5.39965531806586,432.772657336841,2019-05-15,0.349247578947368
"64",135,22969.0004346395,21716.249823974,26145.7067201471,20585.0099995102,35003.1821247607,1.21528720238095,3.52086430536986,1.91388094289551,5.25259372100109,5.39965531806586,432.772657336841,2021-05-15,0.5201753125
"65",135,22969.0004346395,21716.249823974,26145.7067201471,20585.0099995102,35003.1821247607,1.21528720238095,3.52086430536986,1.91388094289551,5.25259372100109,5.39965531806586,432.772657336841,2022-05-15,0.8069225
"66",136,23148.4576751229,21877.5574017571,26213.2849601425,20585.0099995102,35003.1821247607,1.42214842578711,3.52086430536986,1.91388094289551,5.25259372100109,1.18770179098531,433.189505710433,2023-05-16,1.00215364583333
"67",136,23148.4576751229,21877.5574017571,26213.2849601425,20585.0099995102,35003.1821247607,1.42214842578711,3.52086430536986,1.91388094289551,5.25259372100109,1.18770179098531,433.189505710433,2021-05-16,0.677501979166667
"68",136,23148.4576751229,21877.5574017571,26213.2849601425,20585.0099995102,35003.1821247607,1.42214842578711,3.52086430536986,1.91388094289551,5.25259372100109,1.18770179098531,433.189505710433,2020-05-15,0.9718246875
"69",136,23148.4576751229,21877.5574017571,26213.2849601425,20585.0099995102,35003.1821247607,1.42214842578711,3.52086430536986,1.91388094289551,5.25259372100109,1.18770179098531,433.189505710433,2022-05-16,0.807125625
"70",136,23148.4576751229,21877.5574017571,26213.2849601425,20585.0099995102,35003.1821247607,1.42214842578711,3.52086430536986,1.91388094289551,5.25259372100109,1.18770179098531,433.189505710433,2019-05-16,0.362743684210526
"71",137,23327.0348527733,22038.620541228,26280.8632001379,20585.0099995102,35003.1821247607,1.30313071895425,3.52086430536986,1.91388094289551,5.25259372100109,3.56541337692385,434.265380266987,2022-05-17,0.809478125
"72",137,23327.0348527733,22038.620541228,26280.8632001379,20585.0099995102,35003.1821247607,1.30313071895425,3.52086430536986,1.91388094289551,5.25259372100109,3.56541337692385,434.265380266987,2020-05-16,0.877271041666667
"73",137,23327.0348527733,22038.620541228,26280.8632001379,20585.0099995102,35003.1821247607,1.30313071895425,3.52086430536986,1.91388094289551,5.25259372100109,3.56541337692385,434.265380266987,2021-05-17,0.928571354166667
"74",137,23327.0348527733,22038.620541228,26280.8632001379,20585.0099995102,35003.1821247607,1.30313071895425,3.52086430536986,1.91388094289551,5.25259372100109,3.56541337692385,434.265380266987,2023-05-17,0.974408333333333
"75",137,23327.0348527733,22038.620541228,26280.8632001379,20585.0099995102,35003.1821247607,1.30313071895425,3.52086430536986,1.91388094289551,5.25259372100109,3.56541337692385,434.265380266987,2019-05-17,0.3373465625
"76",138,23504.668144714,22199.4200059613,26348.4414401333,20585.0099995102,35003.1821247607,1.38666895761741,3.52086430536986,1.91388094289551,5.25259372100109,1.66896617024621,437.125291854,2018-05-18,0.82162012987013
"77",138,23504.668144714,22199.4200059613,26348.4414401333,20585.0099995102,35003.1821247607,1.38666895761741,3.52086430536986,1.91388094289551,5.25259372100109,1.66896617024621,437.125291854,2022-05-18,0.989558958333333
"78",138,23504.668144714,22199.4200059613,26348.4414401333,20585.0099995102,35003.1821247607,1.38666895761741,3.52086430536986,1.91388094289551,5.25259372100109,1.66896617024621,437.125291854,2020-05-17,0.777648541666667
"79",138,23504.668144714,22199.4200059613,26348.4414401333,20585.0099995102,35003.1821247607,1.38666895761741,3.52086430536986,1.91388094289551,5.25259372100109,1.66896617024621,437.125291854,2019-05-18,0.296858020833333
"80",138,23504.668144714,22199.4200059613,26348.4414401333,20585.0099995102,35003.1821247607,1.38666895761741,3.52086430536986,1.91388094289551,5.25259372100109,1.66896617024621,437.125291854,2023-05-18,0.9159828125
"81",138,23504.668144714,22199.4200059613,26348.4414401333,20585.0099995102,35003.1821247607,1.38666895761741,3.52086430536986,1.91388094289551,5.25259372100109,1.66896617024621,437.125291854,2021-05-18,0.68743625
"82",139,23681.2937280681,22359.9365595314,26416.0196801287,20585.0099995102,35003.1821247607,1.67653196347032,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,435.802160494281,2018-05-19,0.98543375
"83",139,23681.2937280681,22359.9365595314,26416.0196801287,20585.0099995102,35003.1821247607,1.67653196347032,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,435.802160494281,2022-05-19,0.932343541666667
"84",139,23681.2937280681,22359.9365595314,26416.0196801287,20585.0099995102,35003.1821247607,1.67653196347032,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,435.802160494281,2020-05-18,0.668523854166667
"85",139,23681.2937280681,22359.9365595314,26416.0196801287,20585.0099995102,35003.1821247607,1.67653196347032,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,435.802160494281,2019-05-19,0.31837796875
"86",139,23681.2937280681,22359.9365595314,26416.0196801287,20585.0099995102,35003.1821247607,1.67653196347032,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,435.802160494281,2023-05-19,0.8136134375
"87",139,23681.2937280681,22359.9365595314,26416.0196801287,20585.0099995102,35003.1821247607,1.67653196347032,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,435.802160494281,2021-05-19,0.48977375
"88",140,23856.8477799589,22520.1509655128,26483.5979201241,20585.0099995102,35003.1821247607,1.91617395833333,3.52086430536986,1.91388094289551,5.25259372100109,2.01633759538281,446.101887061712,2022-05-20,1.06320885416667
"89",140,23856.8477799589,22520.1509655128,26483.5979201241,20585.0099995102,35003.1821247607,1.91617395833333,3.52086430536986,1.91388094289551,5.25259372100109,2.01633759538281,446.101887061712,2018-05-20,1.072464375
"90",140,23856.8477799589,22520.1509655128,26483.5979201241,20585.0099995102,35003.1821247607,1.91617395833333,3.52086430536986,1.91388094289551,5.25259372100109,2.01633759538281,446.101887061712,2020-05-19,0.6191228125
"91",140,23856.8477799589,22520.1509655128,26483.5979201241,20585.0099995102,35003.1821247607,1.91617395833333,3.52086430536986,1.91388094289551,5.25259372100109,2.01633759538281,446.101887061712,2023-05-20,0.7637128125
"92",140,23856.8477799589,22520.1509655128,26483.5979201241,20585.0099995102,35003.1821247607,1.91617395833333,3.52086430536986,1.91388094289551,5.25259372100109,2.01633759538281,446.101887061712,2021-05-20,0.401931458333333
"93",140,23856.8477799589,22520.1509655128,26483.5979201241,20585.0099995102,35003.1821247607,1.91617395833333,3.52086430536986,1.91388094289551,5.25259372100109,2.01633759538281,446.101887061712,2019-05-20,0.291956354166667
"94",141,24031.2664775094,22680.04398748,26551.1761601195,20585.0099995102,35003.1821247607,2.18939270833333,3.52086430536986,1.91388094289551,5.25259372100109,2.58280689296593,447.587596404039,2023-05-21,0.7268146875
"95",141,24031.2664775094,22680.04398748,26551.1761601195,20585.0099995102,35003.1821247607,2.18939270833333,3.52086430536986,1.91388094289551,5.25259372100109,2.58280689296593,447.587596404039,2018-05-21,1.1094746875
"96",141,24031.2664775094,22680.04398748,26551.1761601195,20585.0099995102,35003.1821247607,2.18939270833333,3.52086430536986,1.91388094289551,5.25259372100109,2.58280689296593,447.587596404039,2020-05-20,0.595175104166667
"97",141,24031.2664775094,22680.04398748,26551.1761601195,20585.0099995102,35003.1821247607,2.18939270833333,3.52086430536986,1.91388094289551,5.25259372100109,2.58280689296593,447.587596404039,2022-05-21,1.24537979166667
"98",141,24031.2664775094,22680.04398748,26551.1761601195,20585.0099995102,35003.1821247607,2.18939270833333,3.52086430536986,1.91388094289551,5.25259372100109,2.58280689296593,447.587596404039,2021-05-21,0.344386979166667
"99",141,24031.2664775094,22680.04398748,26551.1761601195,20585.0099995102,35003.1821247607,2.18939270833333,3.52086430536986,1.91388094289551,5.25259372100109,2.58280689296593,447.587596404039,2019-05-21,0.258920729166667
"100",142,24204.4859978429,22839.5963890074,26618.7544001149,20585.0099995102,35003.1821247607,2.12689270833333,3.52086430536986,1.91388094289551,5.25259372100109,3.14081993274528,438.464544598232,2022-05-22,1.34309520833333
"101",142,24204.4859978429,22839.5963890074,26618.7544001149,20585.0099995102,35003.1821247607,2.12689270833333,3.52086430536986,1.91388094289551,5.25259372100109,3.14081993274528,438.464544598232,2019-05-22,0.242628333333333
"102",142,24204.4859978429,22839.5963890074,26618.7544001149,20585.0099995102,35003.1821247607,2.12689270833333,3.52086430536986,1.91388094289551,5.25259372100109,3.14081993274528,438.464544598232,2020-05-21,0.575285
"103",142,24204.4859978429,22839.5963890074,26618.7544001149,20585.0099995102,35003.1821247607,2.12689270833333,3.52086430536986,1.91388094289551,5.25259372100109,3.14081993274528,438.464544598232,2023-05-22,0.637340208333333
"104",142,24204.4859978429,22839.5963890074,26618.7544001149,20585.0099995102,35003.1821247607,2.12689270833333,3.52086430536986,1.91388094289551,5.25259372100109,3.14081993274528,438.464544598232,2018-05-22,1.15076083333333
"105",142,24204.4859978429,22839.5963890074,26618.7544001149,20585.0099995102,35003.1821247607,2.12689270833333,3.52086430536986,1.91388094289551,5.25259372100109,3.14081993274528,438.464544598232,2021-05-22,0.377888854166667
"106",143,24376.4425180825,22998.7889336696,26686.3326401103,20585.0099995102,35003.1821247607,2.25636238044633,3.52086430536986,1.91388094289551,5.25259372100109,2.88081896527671,435.272958810733,2020-05-22,0.568530625
"107",143,24376.4425180825,22998.7889336696,26686.3326401103,20585.0099995102,35003.1821247607,2.25636238044633,3.52086430536986,1.91388094289551,5.25259372100109,2.88081896527671,435.272958810733,2023-05-23,0.5535684375
"108",143,24376.4425180825,22998.7889336696,26686.3326401103,20585.0099995102,35003.1821247607,2.25636238044633,3.52086430536986,1.91388094289551,5.25259372100109,2.88081896527671,435.272958810733,2018-05-23,0.9053603125
"109",143,24376.4425180825,22998.7889336696,26686.3326401103,20585.0099995102,35003.1821247607,2.25636238044633,3.52086430536986,1.91388094289551,5.25259372100109,2.88081896527671,435.272958810733,2021-05-23,0.3511915625
"110",143,24376.4425180825,22998.7889336696,26686.3326401103,20585.0099995102,35003.1821247607,2.25636238044633,3.52086430536986,1.91388094289551,5.25259372100109,2.88081896527671,435.272958810733,2019-05-23,0.23306375
"111",143,24376.4425180825,22998.7889336696,26686.3326401103,20585.0099995102,35003.1821247607,2.25636238044633,3.52086430536986,1.91388094289551,5.25259372100109,2.88081896527671,435.272958810733,2022-05-23,1.15193572916667
"112",144,24547.0722153516,23157.6023850411,26753.9108801057,20585.0099995102,35003.1821247607,2.49829535864979,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,432.338461381867,2019-05-24,0.231533541666667
"113",144,24547.0722153516,23157.6023850411,26753.9108801057,20585.0099995102,35003.1821247607,2.49829535864979,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,432.338461381867,2020-05-23,0.555159791666667
"114",144,24547.0722153516,23157.6023850411,26753.9108801057,20585.0099995102,35003.1821247607,2.49829535864979,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,432.338461381867,2023-05-24,0.4982421875
"115",144,24547.0722153516,23157.6023850411,26753.9108801057,20585.0099995102,35003.1821247607,2.49829535864979,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,432.338461381867,2018-05-24,0.882652708333333
"116",144,24547.0722153516,23157.6023850411,26753.9108801057,20585.0099995102,35003.1821247607,2.49829535864979,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,432.338461381867,2021-05-24,0.319540638297872
"117",144,24547.0722153516,23157.6023850411,26753.9108801057,20585.0099995102,35003.1821247607,2.49829535864979,3.52086430536986,1.91388094289551,5.25259372100109,3.52086430536986,432.338461381867,2022-05-24,0.973250833333333
"118",145,24716.3112667731,23316.0175066962,26821.4891201011,20585.0099995102,35003.1821247607,2.62921145833333,3.52086430536986,1.91388094289551,5.25259372100109,2.82959819560404,440.697597199218,2019-05-25,0.237773854166667
"119",145,24716.3112667731,23316.0175066962,26821.4891201011,20585.0099995102,35003.1821247607,2.62921145833333,3.52086430536986,1.91388094289551,5.25259372100109,2.82959819560404,440.697597199218,2023-05-25,0.465285104166667
"120",145,24716.3112667731,23316.0175066962,26821.4891201011,20585.0099995102,35003.1821247607,2.62921145833333,3.52086430536986,1.91388094289551,5.25259372100109,2.82959819560404,440.697597199218,2020-05-24,0.528073020833333
"121",145,24716.3112667731,23316.0175066962,26821.4891201011,20585.0099995102,35003.1821247607,2.62921145833333,3.52086430536986,1.91388094289551,5.25259372100109,2.82959819560404,440.697597199218,2021-05-25,0.306835520833333
"122",145,24716.3112667731,23316.0175066962,26821.4891201011,20585.0099995102,35003.1821247607,2.62921145833333,3.52086430536986,1.91388094289551,5.25259372100109,2.82959819560404,440.697597199218,2018-05-25,0.9698565625
"123",145,24716.3112667731,23316.0175066962,26821.4891201011,20585.0099995102,35003.1821247607,2.62921145833333,3.52086430536986,1.91388094289551,5.25259372100109,2.82959819560404,440.697597199218,2022-05-25,0.838925
"124",146,24884.0958494703,23474.0150622096,26889.0673600966,20585.0099995102,35003.1821247607,3.0626125,3.52086430536986,1.91388094289551,5.25259372100109,1.30290268994091,436.496893424638,2023-05-26,0.462363958333333
"125",146,24884.0958494703,23474.0150622096,26889.0673600966,20585.0099995102,35003.1821247607,3.0626125,3.52086430536986,1.91388094289551,5.25259372100109,1.30290268994091,436.496893424638,2019-05-26,0.231164583333333
"126",146,24884.0958494703,23474.0150622096,26889.0673600966,20585.0099995102,35003.1821247607,3.0626125,3.52086430536986,1.91388094289551,5.25259372100109,1.30290268994091,436.496893424638,2020-05-25,0.541032604166667
"127",146,24884.0958494703,23474.0150622096,26889.0673600966,20585.0099995102,35003.1821247607,3.0626125,3.52086430536986,1.91388094289551,5.25259372100109,1.30290268994091,436.496893424638,2021-05-26,0.290557604166667
"128",146,24884.0958494703,23474.0150622096,26889.0673600966,20585.0099995102,35003.1821247607,3.0626125,3.52086430536986,1.91388094289551,5.25259372100109,1.30290268994091,436.496893424638,2018-05-26,0.8443803125
"129",146,24884.0958494703,23474.0150622096,26889.0673600966,20585.0099995102,35003.1821247607,3.0626125,3.52086430536986,1.91388094289551,5.25259372100109,1.30290268994091,436.496893424638,2022-05-26,0.84728125
"130",147,25050.3621405664,23631.5758151556,26956.645600092,20585.0099995102,35003.1821247607,2.974303125,3.52086430536986,1.91388094289551,5.25259372100109,4.01132631630774,441.473706925743,2021-05-27,0.2864140625
