"Permanent_Identifier","coords.x1","coords.x2","X.1","X","OBJECTID","ORIG_FID","FDate","Resolution","GNIS_ID","GNIS_Name","LengthKM","ReachCode","FlowDir","WBArea_Per","FType","FCode","MainPath","InNetwork","Visibility","Shape_Leng","NHDPlusID","VPUID","Enabled","slope","row_count","Q_multiplier"
1007,-96.58463024,39.09111113,290,290,290,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.035824151,290,0.202642975204144
1007,-96.58494164,39.09119476,291,291,291,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.029858865,291,0.204118240533538
1007,-96.58519742,39.09141159,292,292,292,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.036974965,292,0.205811046448758
1007,-96.58549846,39.09129963,293,293,293,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.044091064,293,0.207305085528226
1007,-96.5858306,39.09121794,294,294,294,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.051207164,294,0.208865075445555
1007,-96.58615817,39.09116597,295,295,295,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.058323263,295,0.210362361741129
1007,-96.58618643,39.09117081,296,296,296,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.031063758,296,0.210491959389927
1008,-96.56165463,39.08554267,90,90,90,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.024595269,90,0.0148371142887862
1008,-96.5617105,39.08586563,91,91,91,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.022188644,91,0.0153374212136657
1008,-96.56190024,39.08615688,92,92,92,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.013161037,92,0.0158388910076608
1008,-96.56203476,39.08647656,93,93,93,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.015899259,93,0.0163553942421344
1008,-96.56219001,39.08678575,94,94,94,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.022464022,94,0.0168651257542611
1008,-96.5623698,39.08707953,95,95,95,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.021061755,95,0.0173648213586156
1008,-96.56248953,39.08740404,96,96,96,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.024021242,96,0.0178832086781487
1008,-96.56270862,39.08766496,97,97,97,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.038241985,97,0.0183619301498682
1008,-96.56283568,39.08795318,98,98,98,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.021357698,98,0.0188298034116582
1008,-96.56274914,39.08826403,99,99,99,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.024471135,99,0.0193181359056689
1008,-96.56289015,39.08857789,100,100,100,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.020084234,100,0.0198286683886878
1008,-96.5631486,39.08880786,101,101,101,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.028227624,101,0.0202979964002014
1008,-96.56314149,39.08913372,102,102,102,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.030051217,102,0.0207983420534629
1008,-96.56329373,39.08942079,103,103,103,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.031874809,103,0.0212752197567359
1008,-96.56353729,39.08965693,104,104,104,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.029965188,104,0.0217403486955681
1008,-96.56358796,39.08998106,105,105,105,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.028340497,105,0.0222416452790088
1008,-96.56368711,39.09028616,106,106,106,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.026715806,106,0.0227248349337082
1008,-96.5639726,39.09046945,107,107,107,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.025091115,107,0.0231673839725485
1008,-96.56421303,39.09065227,108,108,108,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.016020609,108,0.0235692819924243
1008,-96.5643642,39.09094402,109,109,109,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.012006761,109,0.0240523255146576
1008,-96.56468975,39.09106051,110,110,110,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.026263008,110,0.0244809123387371
1008,-96.56477075,39.09136288,111,111,111,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.022436001,111,0.02495513053545
1008,-96.5650339,39.09156989,112,112,112,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.018789334,112,0.0254024814998673
1008,-96.56534229,39.09172999,113,113,113,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.031499524,113,0.0258458130195929
1008,-96.56562847,39.09192041,114,114,114,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.028300491,114,0.0262960238361733
1008,-96.56575058,39.09223992,115,115,115,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.025101457,115,0.0268078413956828
1008,-96.56595147,39.09251269,116,116,116,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.019009038,116,0.0272906772783969
1008,-96.5660612,39.09281619,117,117,117,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.018220077,117,0.027774763494257
1008,-96.5663704,39.09272994,118,118,118,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.017431117,118,0.0281676685869829
1008,-96.56664323,39.09291791,119,119,119,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.016642156,119,0.0286033517871918
1008,-96.5668867,39.09316592,120,120,120,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.006124793,120,0.0290827463013102
1008,-96.56705121,39.09346507,121,121,121,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.012874848,121,0.02958240872886
1008,-96.56708709,39.09351794,122,122,122,6,"3/26/2012",2,NA,NA,1.112,1.02701e+13,1,NA,460,46003,0,1,0,0.010839586,2.3001e+13,1027,1,0.014623833,122,0.0296742285775723
1009,-96.56653649,39.08525281,769,769,769,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.020633893,769,0.0301580475217719
1009,-96.56674521,39.0854612,770,770,770,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.013109402,770,0.0308468774211055
1009,-96.56691696,39.08572992,771,771,771,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.012306681,771,0.0316291203940303
1009,-96.56718847,39.08592207,772,772,772,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.018929803,772,0.0323738810597658
1009,-96.56752974,39.08597495,773,773,773,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.030030724,773,0.0330804648491372
1009,-96.56786223,39.08595326,774,774,774,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.018479847,774,0.0337580155614316
1009,-96.56818335,39.08603621,775,775,775,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.025197766,775,0.0344450016155572
1009,-96.56849794,39.08617249,776,776,776,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.014602428,776,0.0351758967064091
1009,-96.56874132,39.08640762,777,777,777,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.016190295,777,0.0359630557888617
1009,-96.56906508,39.08653301,778,778,778,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.010187767,778,0.0366972189229379
1009,-96.56939726,39.0866351,779,779,779,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.014082537,779,0.0374223285898726
1009,-96.56974014,39.08668104,780,780,780,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.001636585,780,0.0381288248801702
1009,-96.57008474,39.08664426,781,781,781,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.014628609,781,0.0388351312525246
1009,-96.5704136,39.08653447,782,782,782,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.009582057,782,0.0395616369272596
1009,-96.57075426,39.08648526,783,783,783,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.037152079,783,0.0402651949686896
1009,-96.57105835,39.08663444,784,784,784,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.031740921,784,0.040994863047606
1009,-96.5712006,39.08694104,785,785,785,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.026329764,785,0.0418443706093937
1009,-96.57123453,39.08726731,786,786,786,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.021902424,786,0.0426972978927412
1009,-96.57133727,39.08755796,787,787,787,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.01870339,787,0.0434828366497224
1009,-96.57159978,39.08776259,788,788,788,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.015504356,788,0.0442367953400311
1009,-96.57172743,39.08807859,789,789,789,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.012305323,789,0.0451000136271069
1009,-96.57170212,39.08842155,790,790,790,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.009095435,790,0.0459951183309086
1009,-96.571811,39.08874128,791,791,791,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.022802232,791,0.0468570564066188
1009,-96.57213074,39.08885557,792,792,792,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.025724069,792,0.0475713656738656
1009,-96.57241549,39.08905392,793,793,793,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.016235433,793,0.0483468964583742
1009,-96.57270282,39.08920623,794,794,794,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.031962804,794,0.0490525329428783
1009,-96.57304985,39.08921771,795,795,795,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.032559036,795,0.0497578512025305
1009,-96.57339727,39.08921818,796,796,796,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.026118256,796,0.0504633278183008
1009,-96.57371937,39.08931892,797,797,797,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.025317687,797,0.0511680946192961
1009,-96.57403806,39.08942781,798,798,798,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.019802662,798,0.0518746952754597
1009,-96.57434357,39.08946009,799,799,799,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.015096144,799,0.0525007417030377
1009,-96.57460209,39.08959689,800,800,800,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.00781178,800,0.0531352741690588
1009,-96.57490373,39.08944815,801,801,801,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.004900854,801,0.0538601014333235
1009,-96.57521529,39.08930607,802,802,802,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.017677648,802,0.0545931146281184
1009,-96.57555711,39.08933748,803,803,803,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.014760054,803,0.0552920262005722
1009,-96.57586038,39.08920027,804,804,804,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.024345411,804,0.0560041065842086
1009,-96.57607622,39.08892854,805,805,805,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.028464652,805,0.0568368139503403
1009,-96.57625032,39.08864094,806,806,806,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.027552377,806,0.0576654003589378
1009,-96.57656913,39.08850775,807,807,807,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.026640102,807,0.0583999395778168
1009,-96.57688228,39.08837204,808,808,808,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.025727827,808,0.0591275389447467
1009,-96.57695174,39.08806972,809,809,809,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.024815552,809,0.0599278020936648
1009,-96.57713343,39.08802327,810,810,810,36,"3/26/2012",2,NA,NA,1.335,1.02701e+13,1,NA,460,46003,0,1,0,0.014093905,2.3001e+13,1027,1,0.023903277,810,0.0603160950435437
1010,-96.58863103,39.08140021,426,426,426,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.013557413,426,0.0117038106501605
1010,-96.58869847,39.08171269,427,427,427,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.009084927,427,0.0121829430299719
1010,-96.58863183,39.08205271,428,428,428,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.010628478,428,0.0127030437607636
1010,-96.58856223,39.08239064,429,429,429,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.009216186,429,0.0132205620925019
1010,-96.58862113,39.08271809,430,430,430,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.013900426,430,0.0137205343024436
1010,-96.58853124,39.08303947,431,431,431,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.018584665,431,0.014217898853767
1010,-96.58837565,39.08334297,432,432,432,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.03014173,432,0.0147120903329182
1010,-96.58823833,39.08364074,433,433,433,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.031578112,433,0.0151905414559634
1010,-96.58805527,39.08389511,434,434,434,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.033014494,434,0.0156315390865551
1010,-96.58784984,39.08416928,435,435,435,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.034450875,435,0.0161116174429389
1010,-96.58771997,39.08447317,436,436,436,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.052325515,436,0.016595940958713
1010,-96.58747963,39.08472347,437,437,437,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.035731781,437,0.0170686595316606
1010,-96.58740199,39.08505694,438,438,438,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.028316283,438,0.0175811266490189
1010,-96.58713619,39.08526796,439,439,439,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.036101052,439,0.0180282584386667
1010,-96.58723777,39.08551259,440,440,440,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.039786048,440,0.0184170461290642
1010,-96.58701697,39.08575182,441,441,441,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.040391519,441,0.0188626433845328
1010,-96.58689223,39.08605809,442,442,442,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.04451017,442,0.0193485185641107
1010,-96.58687851,39.08639198,443,443,443,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.0396941,443,0.0198536457348072
1010,-96.58677143,39.08670225,444,444,444,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.028163495,444,0.0203394725132288
1010,-96.5866233,39.08698563,445,445,445,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.020296697,445,0.0208021580163024
1010,-96.58653578,39.08730338,446,446,446,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.025593479,446,0.0212935662905898
1010,-96.58627193,39.08751952,447,447,447,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.022163718,447,0.021744661516415
1010,-96.5861357,39.08783782,448,448,448,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.030094787,448,0.0222520239565011
1010,-96.58589799,39.08808408,449,449,449,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.036398198,449,0.0227179882907716
1010,-96.58560411,39.0880097,450,450,450,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.032976272,450,0.0230821040766237
1010,-96.58538029,39.08813587,451,451,451,25,"3/26/2012",2,NA,NA,0.898,1.02701e+13,1,NA,460,46003,0,1,0,0.00860202,2.3001e+13,1027,1,0.023953652,451,0.023407621300321
1011,-96.59385549,39.07931121,574,574,574,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.054973829,574,0.0381410601010644
1011,-96.59376299,39.07964265,575,575,575,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.054647312,575,0.0388964513786865
1011,-96.593878,39.07996792,576,576,576,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.054320795,576,0.0396478457393359
1011,-96.59391717,39.08028068,577,577,577,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.033698402,577,0.0403476851657729
1011,-96.59391409,39.08060176,578,578,578,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.035521994,578,0.0410627630095308
1011,-96.59407347,39.0808951,579,579,579,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.037345587,579,0.0417722056412364
1011,-96.59390588,39.08116252,580,580,580,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.03916918,580,0.0424350082990494
1011,-96.59372741,39.08137457,581,581,581,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.039265664,581,0.0429997907130007
1011,-96.59361799,39.08163756,582,582,582,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.028183777,582,0.0436155050098577
1011,-96.59363408,39.08191608,583,583,583,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.03496329,583,0.0442364086327925
1011,-96.59365022,39.08223519,584,584,584,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.045532647,584,0.0449476313888479
1011,-96.59363989,39.082579,585,585,585,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.035521195,585,0.0457135200247285
1011,-96.59373793,39.08290715,586,586,586,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.033946797,586,0.0464638743653467
1011,-96.59352303,39.08316044,587,587,587,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.028675621,587,0.0471401349006868
1011,-96.59350251,39.08350312,588,588,588,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.034038163,588,0.0479041278624527
1011,-96.59338967,39.08382437,589,589,589,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.03356941,589,0.0486458892310871
1011,-96.59342783,39.08416887,590,590,590,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.021774868,590,0.0494159585434548
1011,-96.59360642,39.08444499,591,591,591,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.025872263,591,0.0501045988122716
1011,-96.59347603,39.08474636,592,592,592,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.021081363,592,0.0508128919497445
1011,-96.59350789,39.08506856,593,593,593,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.027877727,593,0.0515325723022415
1011,-96.59344601,39.08524594,594,594,594,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.01768357,594,0.0519419452601263
1011,-96.59333888,39.08554848,595,595,595,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.017231721,595,0.0526409010253497
1011,-96.593016,39.08558225,596,596,596,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.032883173,596,0.0532063349896807
1011,-96.59277634,39.08568447,597,597,597,29,"3/26/2012",2,NA,NA,2.044,1.02701e+13,1,NA,460,46003,0,1,0,0.020223323,2.3001e+13,1027,1,0.038151421,597,0.0536805217408364
