"Permanent_Identifier","coords.x1","coords.x2","X.1","X","OBJECTID","ORIG_FID","FDate","Resolution","GNIS_ID","GNIS_Name","LengthKM","ReachCode","FlowDir","WBArea_Per","FType","FCode","MainPath","InNetwork","Visibility","Shape_Leng","NHDPlusID","VPUID","Enabled","slope","row_count","Q_multiplier"
1007,-96.58137052,39.09002497,278,278,278,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.004920152,278,0.182902804231773
1007,-96.58169946,39.09012783,279,279,279,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.007026961,279,0.184490337846415
1007,-96.58204295,39.0901326,280,280,280,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.00913377,280,0.186029100627065
1007,-96.58235298,39.08999201,281,281,281,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.035359389,281,0.187635737927699
1007,-96.58269206,39.09000548,282,282,282,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.034748969,282,0.189156478481398
1007,-96.58302921,39.09001972,283,283,283,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.034138548,283,0.190668818423108
1007,-96.58336483,39.08994253,284,284,284,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.033528128,284,0.192236189159664
1007,-96.58370747,39.08991961,285,285,285,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.016498096,285,0.193776548110271
1007,-96.58403741,39.0900273,286,286,286,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.034805566,286,0.195378759707999
1007,-96.58433275,39.09020095,287,287,287,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.045874747,287,0.197035881563371
1007,-96.58449185,39.09049873,288,288,288,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.044436149,288,0.198889808898349
1007,-96.58443977,39.09084197,289,289,289,16,"3/26/2012",2,480856,"South Branch Kings Creek",1.104,1.02701e+13,1,NA,460,46003,0,1,0,0.011847163,2.3001e+13,1027,1,0.04013015,289,0.20087633125925
