,coords.x1,coords.x2,Permanent_Identifier,X,FID,Shape,Id,ORIG_FID,FDate,Resolution,GNIS_ID,GNIS_Name,LengthKM,ReachCode...11,FlowDir,WBArea_Permanent_Identifier,FType,FCode,MainPath,InNetwork,VisibilityFilter,NHDPlusID,VPUID,Enabled,OBJECTID_2,NHDPlusID_2,StreamLevel...24,StreamOrder...25,StreamCalculator...26,FromNode...27,ToNode...28,HydrologicSequence...29,LevelPathIdentifier...30,PathLength...31,TerminalPathIdentifier...32,UpstreamCumulativeStreamKm...33,DivergenceCode...34,IsHeadwater...35,IsNetworkEnd...36,UpstreamMainPathLevelPathID...37,UpstreamMainPathHydroSeq...38,DownstreamMainPathStreamLevel...39,DownstreamMainPathLevelPathID...40,DownstreamMainPathHydroSeq...41,DownstreamMinorHydroSequence...42,DownstreamDrainageCount...43,FromMeasure...44,ToMeasure...45,ReachCode...46,HasReturningDivergence...47,ThinnerCode...48,VPUIn...49,VPUOut...50,AreaSqKm...51,TotalDrainageAreaSqKm...52,DivergenceRoutedDrainAreaSqKm...53,MaximumElevationRaw...54,MinimumElevationRaw...55,MaximumElevationSmoothed...56,MinimumElevationSmoothed...57,Slope...58,SlopeLengthKm...59,IsElevationFixed...60,HeadwaterType...61,HeadwaterNodeDrainageAreaSqKm...62,StatusFlag...63,VPUID_3,Shape_Length,OBJECTID_3,NHDPlusID_3,StreamLevel...68,StreamOrder...69,StreamCalculator...70,FromNode...71,ToNode...72,HydrologicSequence...73,LevelPathIdentifier...74,PathLength...75,TerminalPathIdentifier...76,UpstreamCumulativeStreamKm...77,DivergenceCode...78,IsHeadwater...79,IsNetworkEnd...80,UpstreamMainPathLevelPathID...81,UpstreamMainPathHydroSeq...82,DownstreamMainPathStreamLevel...83,DownstreamMainPathLevelPathID...84,DownstreamMainPathHydroSeq...85,DownstreamMinorHydroSequence...86,DownstreamDrainageCount...87,FromMeasure...88,ToMeasure...89,ReachCode...90,HasReturningDivergence...91,ThinnerCode...92,VPUIn...93,VPUOut...94,AreaSqKm...95,TotalDrainageAreaSqKm...96,DivergenceRoutedDrainAreaSqKm...97,MaximumElevationRaw...98,MinimumElevationRaw...99,MaximumElevationSmoothed...100,MinimumElevationSmoothed...101,Slope...102,SlopeLengthKm...103,IsElevationFixed...104,HeadwaterType...105,HeadwaterNodeDrainageAreaSqKm...106,StatusFlag...107,VPUID_2,...111,...112,row_count,Q_multiplier,slope,,,
315,-121.961217,45.791023,2031,66,551,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,315,0.04257132,0.093597834,,,
316,-121.960993,45.790919,2031,67,552,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,316,0.043779258,0.092069401,,,
317,-121.960746,45.790867,2031,68,553,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,317,0.044938215,0.095423788,,,
318,-121.960537,45.790732,2031,69,554,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,318,0.04621635,0.095423788,,,
319,-121.960416,45.790529,2031,70,555,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,319,0.047628967,0.119714515,,,
320,-121.960206,45.79039,2031,71,556,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,320,0.048927931,0.145253429,,,
321,-121.960107,45.79016,2031,72,557,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,321,0.05047067,0.154748204,,,
322,-121.959924,45.790002,2031,73,558,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,322,0.051776764,0.172976041,,,
323,-121.959773,45.789835,2031,74,559,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,323,0.053045925,0.172976041,,,
324,-121.959686,45.789618,2031,75,560,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,324,0.054493432,0.194759769,,,
325,-121.959574,45.789397,2031,76,561,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,325,0.055999417,0.172233033,,,
326,-121.9594,45.789249,2031,77,562,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,326,0.05723019,0.158813692,,,
327,-121.959148,45.789259,2031,78,563,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,327,0.058364302,0.158813692,,,
328,-121.959015,45.789235,2031,79,564,Point,0,70,1/4/18,2,NA,NA,0.497949,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,0.005561,174760,5.50004e+13,7,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,1.750638,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,43.558392,71.639664,1.70701e+13,0,0,0,0,0.0887,0.3213,0.3213,-9998,60983,65608,60983,0.092881,0.497949,1,0,0,A,1707,NA,NA,328,0.05898146,0.162782902,,,
329,-121.959338,45.790372,2032,108,570,Point,0,73,1/4/18,2,NA,NA,0.162582,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,0.001672,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,NA,NA,329,0.055446872,0.210023837,,,
330,-121.959216,45.79016,2032,109,571,Point,0,73,1/4/18,2,NA,NA,0.162582,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,0.001672,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,NA,NA,330,0.056175602,0.210023837,,,
331,-121.958967,45.790126,2032,110,572,Point,0,73,1/4/18,2,NA,NA,0.162582,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,0.001672,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,NA,NA,331,0.056741535,0.205515943,,,
332,-121.958844,45.789939,2032,111,573,Point,0,73,1/4/18,2,NA,NA,0.162582,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,0.001672,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,NA,NA,332,0.057397922,0.156436615,,,
333,-121.958817,45.789714,2032,112,574,Point,0,73,1/4/18,2,NA,NA,0.162582,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,0.001672,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,NA,NA,333,0.058117903,0.138443734,,,
334,-121.958902,45.789514,2032,113,575,Point,0,73,1/4/18,2,NA,NA,0.162582,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,0.001672,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,NA,NA,334,0.058783234,0.157063947,,,
335,-121.959036,45.789335,2032,114,576,Point,0,73,1/4/18,2,NA,NA,0.162582,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,0.001672,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,NA,NA,335,0.059427549,0.157063947,,,
336,-121.959015,45.789235,2032,115,577,Point,0,73,1/4/18,2,NA,NA,0.162582,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,0.001672,199606,5.50004e+13,6,2,2,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,270.170965,5.50003e+13,2.136756,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,0,25.168039,1.70701e+13,0,0,0,0,0.014,0.2707,0.2707,-9998,59931,62070,60983,0.066858,0.162582,0,0,0,A,1707,NA,NA,336,0.059749841,0.162782902,,,
337,-121.947852,45.78519,2033,945,589,Point,0,75,1/4/18,2,1522756,Martha Creek,0.052777,1.70701e+13,1,NA,460,46006,0,1,0,5.50004e+13,1707,1,57007,5.50004e+13,5,5,5,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,268.83831,5.50003e+13,16.861874,0,0,0,5.50004e+13,5.50004e+13,5,5.50004e+13,5.50004e+13,0,1,98.615288,100,1.70701e+13,0,0,0,0,0.0159,2.9023,2.9023,-9998,42052,42265,42052,0.040358,0.052777,0,0,0,A,1707,0.000581,57007,5.50004e+13,5,5,5,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,268.83831,5.50003e+13,16.861874,0,0,0,5.50004e+13,5.50004e+13,5,5.50004e+13,5.50004e+13,0,1,98.615288,100,1.70701e+13,0,0,0,0,0.0159,2.9023,2.9023,-9998,42052,42265,42052,0.040358,0.052777,0,0,0,A,1707,NA,NA,337,0.487096469,0.197565532,,,
338,-121.947689,45.785371,2033,946,590,Point,0,75,1/4/18,2,1522756,Martha Creek,0.052777,1.70701e+13,1,NA,460,46006,0,1,0,5.50004e+13,1707,1,57007,5.50004e+13,5,5,5,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,268.83831,5.50003e+13,16.861874,0,0,0,5.50004e+13,5.50004e+13,5,5.50004e+13,5.50004e+13,0,1,98.615288,100,1.70701e+13,0,0,0,0,0.0159,2.9023,2.9023,-9998,42052,42265,42052,0.040358,0.052777,0,0,0,A,1707,0.000581,57007,5.50004e+13,5,5,5,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,268.83831,5.50003e+13,16.861874,0,0,0,5.50004e+13,5.50004e+13,5,5.50004e+13,5.50004e+13,0,1,98.615288,100,1.70701e+13,0,0,0,0,0.0159,2.9023,2.9023,-9998,42052,42265,42052,0.040358,0.052777,0,0,0,A,1707,NA,NA,338,0.489416711,0.097989973,,,
339,-121.94749,45.785502,2033,947,591,Point,0,75,1/4/18,2,1522756,Martha Creek,0.052777,1.70701e+13,1,NA,460,46006,0,1,0,5.50004e+13,1707,1,57007,5.50004e+13,5,5,5,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,268.83831,5.50003e+13,16.861874,0,0,0,5.50004e+13,5.50004e+13,5,5.50004e+13,5.50004e+13,0,1,98.615288,100,1.70701e+13,0,0,0,0,0.0159,2.9023,2.9023,-9998,42052,42265,42052,0.040358,0.052777,0,0,0,A,1707,0.000581,57007,5.50004e+13,5,5,5,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,268.83831,5.50003e+13,16.861874,0,0,0,5.50004e+13,5.50004e+13,5,5.50004e+13,5.50004e+13,0,1,98.615288,100,1.70701e+13,0,0,0,0,0.0159,2.9023,2.9023,-9998,42052,42265,42052,0.040358,0.052777,0,0,0,A,1707,NA,NA,339,0.491490074,0.200004909,,,
340,-121.947425,45.785503,2033,948,592,Point,0,75,1/4/18,2,1522756,Martha Creek,0.052777,1.70701e+13,1,NA,460,46006,0,1,0,5.50004e+13,1707,1,57007,5.50004e+13,5,5,5,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,268.83831,5.50003e+13,16.861874,0,0,0,5.50004e+13,5.50004e+13,5,5.50004e+13,5.50004e+13,0,1,98.615288,100,1.70701e+13,0,0,0,0,0.0159,2.9023,2.9023,-9998,42052,42265,42052,0.040358,0.052777,0,0,0,A,1707,0.000581,57007,5.50004e+13,5,5,5,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,268.83831,5.50003e+13,16.861874,0,0,0,5.50004e+13,5.50004e+13,5,5.50004e+13,5.50004e+13,0,1,98.615288,100,1.70701e+13,0,0,0,0,0.0159,2.9023,2.9023,-9998,42052,42265,42052,0.040358,0.052777,0,0,0,A,1707,NA,NA,340,0.491983417,0.129167134,,,
