,coords.x1,coords.x2,Permanent_Identifier,X,FID,Shape,Id,ORIG_FID,FDate,Resolution,GNIS_ID,GNIS_Name,LengthKM,ReachCode...11,FlowDir,WBArea_Permanent_Identifier,FType,FCode,MainPath,InNetwork,VisibilityFilter,NHDPlusID,VPUID,Enabled,OBJECTID_2,NHDPlusID_2,StreamLevel...24,StreamOrder...25,StreamCalculator...26,FromNode...27,ToNode...28,HydrologicSequence...29,LevelPathIdentifier...30,PathLength...31,TerminalPathIdentifier...32,UpstreamCumulativeStreamKm...33,DivergenceCode...34,IsHeadwater...35,IsNetworkEnd...36,UpstreamMainPathLevelPathID...37,UpstreamMainPathHydroSeq...38,DownstreamMainPathStreamLevel...39,DownstreamMainPathLevelPathID...40,DownstreamMainPathHydroSeq...41,DownstreamMinorHydroSequence...42,DownstreamDrainageCount...43,FromMeasure...44,ToMeasure...45,ReachCode...46,HasReturningDivergence...47,ThinnerCode...48,VPUIn...49,VPUOut...50,AreaSqKm...51,TotalDrainageAreaSqKm...52,DivergenceRoutedDrainAreaSqKm...53,MaximumElevationRaw...54,MinimumElevationRaw...55,MaximumElevationSmoothed...56,MinimumElevationSmoothed...57,Slope...58,SlopeLengthKm...59,IsElevationFixed...60,HeadwaterType...61,HeadwaterNodeDrainageAreaSqKm...62,StatusFlag...63,VPUID_3,Shape_Length,OBJECTID_3,NHDPlusID_3,StreamLevel...68,StreamOrder...69,StreamCalculator...70,FromNode...71,ToNode...72,HydrologicSequence...73,LevelPathIdentifier...74,PathLength...75,TerminalPathIdentifier...76,UpstreamCumulativeStreamKm...77,DivergenceCode...78,IsHeadwater...79,IsNetworkEnd...80,UpstreamMainPathLevelPathID...81,UpstreamMainPathHydroSeq...82,DownstreamMainPathStreamLevel...83,DownstreamMainPathLevelPathID...84,DownstreamMainPathHydroSeq...85,DownstreamMinorHydroSequence...86,DownstreamDrainageCount...87,FromMeasure...88,ToMeasure...89,ReachCode...90,HasReturningDivergence...91,ThinnerCode...92,VPUIn...93,VPUOut...94,AreaSqKm...95,TotalDrainageAreaSqKm...96,DivergenceRoutedDrainAreaSqKm...97,MaximumElevationRaw...98,MinimumElevationRaw...99,MaximumElevationSmoothed...100,MinimumElevationSmoothed...101,Slope...102,SlopeLengthKm...103,IsElevationFixed...104,HeadwaterType...105,HeadwaterNodeDrainageAreaSqKm...106,StatusFlag...107,VPUID_2,...111,...112,row_count,Q_multiplier,slope,,,
11,-121.93316,45.791465,2001,443,10,Point,0,1,1/4/18,2,NA,NA,0.275622,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,135851,5.50004e+13,6,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,267.265283,5.50003e+13,0.275622,0,1,0,0,0,5,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.034,0.034,0.034,37309,35710,37309,35710,0.091048,0.175622,1,0,0.0076,A,1707,0.003262,135851,5.50004e+13,6,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,267.265283,5.50003e+13,0.275622,0,1,0,0,0,5,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.034,0.034,0.034,37309,35710,37309,35710,0.091048,0.175622,1,0,0.0076,A,1707,NA,NA,11,0.009339412,0.078105762,,,
12,-121.932935,45.791342,2001,444,11,Point,0,1,1/4/18,2,NA,NA,0.275622,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,135851,5.50004e+13,6,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,267.265283,5.50003e+13,0.275622,0,1,0,0,0,5,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.034,0.034,0.034,37309,35710,37309,35710,0.091048,0.175622,1,0,0.0076,A,1707,0.003262,135851,5.50004e+13,6,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,267.265283,5.50003e+13,0.275622,0,1,0,0,0,5,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.034,0.034,0.034,37309,35710,37309,35710,0.091048,0.175622,1,0,0.0076,A,1707,NA,NA,12,0.009790437,0.079328881,,,
13,-121.932694,45.791308,2001,445,12,Point,0,1,1/4/18,2,NA,NA,0.275622,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,135851,5.50004e+13,6,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,267.265283,5.50003e+13,0.275622,0,1,0,0,0,5,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.034,0.034,0.034,37309,35710,37309,35710,0.091048,0.175622,1,0,0.0076,A,1707,0.003262,135851,5.50004e+13,6,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,267.265283,5.50003e+13,0.275622,0,1,0,0,0,5,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.034,0.034,0.034,37309,35710,37309,35710,0.091048,0.175622,1,0,0.0076,A,1707,NA,NA,13,0.010178758,0.075020641,,,
14,-121.932546,45.791247,2001,446,13,Point,0,1,1/4/18,2,NA,NA,0.275622,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,135851,5.50004e+13,6,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,267.265283,5.50003e+13,0.275622,0,1,0,0,0,5,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.034,0.034,0.034,37309,35710,37309,35710,0.091048,0.175622,1,0,0.0076,A,1707,0.003262,135851,5.50004e+13,6,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,267.265283,5.50003e+13,0.275622,0,1,0,0,0,5,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.034,0.034,0.034,37309,35710,37309,35710,0.091048,0.175622,1,0,0.0076,A,1707,NA,NA,14,0.010450079,0.075020641,,,
15,-121.942973,45.779248,2002,915,14,Point,0,3,1/4/18,2,NA,NA,0.188126,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,0.001917,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,NA,NA,15,0.003181126,0.508848981,,,
16,-121.943115,45.779437,2002,916,15,Point,0,3,1/4/18,2,NA,NA,0.188126,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,0.001917,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,NA,NA,16,0.003604457,0.433574419,,,
17,-121.94329,45.779608,2002,917,16,Point,0,3,1/4/18,2,NA,NA,0.188126,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,0.001917,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,NA,NA,17,0.004021434,0.449364688,,,
18,-121.943476,45.779722,2002,918,17,Point,0,3,1/4/18,2,NA,NA,0.188126,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,0.001917,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,NA,NA,18,0.004364448,0.449364688,,,
19,-121.943653,45.779894,2002,919,18,Point,0,3,1/4/18,2,NA,NA,0.188126,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,0.001917,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,NA,NA,19,0.004784653,0.456469469,,,
20,-121.943816,45.780081,2002,920,19,Point,0,3,1/4/18,2,NA,NA,0.188126,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,0.001917,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,NA,NA,20,0.005218909,0.456469469,,,
21,-121.943868,45.780329,2002,921,20,Point,0,3,1/4/18,2,NA,NA,0.188126,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,0.001917,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,NA,NA,21,0.005715852,0.405671898,,,
22,-121.943986,45.780545,2002,922,21,Point,0,3,1/4/18,2,NA,NA,0.188126,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,0.001917,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,NA,NA,22,0.006174307,0.266050196,,,
23,-121.944063,45.780623,2002,923,22,Point,0,3,1/4/18,2,NA,NA,0.188126,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,0.001917,61315,5.50004e+13,6,3,3,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.535682,5.50003e+13,2.809235,0,0,0,5.50004e+13,5.50004e+13,6,5.50004e+13,5.50004e+13,0,1,2.90036,84.028557,1.70701e+13,0,0,0,0,0.0207,0.3909,0.3909,-9998,53941,61204,54040,0.380808,0.188126,0,0,0,A,1707,NA,NA,23,0.006362252,0.266050196,,,
24,-121.961316,45.785272,2003,148,23,Point,0,4,1/4/18,2,NA,NA,0.365415,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,106310,5.50004e+13,8,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.81732,5.50003e+13,0.365415,0,1,0,0,0,7,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.0872,0.0872,0.0872,61324,57448,61324,57448,0.146036,0.265415,1,0,0.0195,A,1707,0.004255,106310,5.50004e+13,8,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.81732,5.50003e+13,0.365415,0,1,0,0,0,7,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.0872,0.0872,0.0872,61324,57448,61324,57448,0.146036,0.265415,1,0,0.0195,A,1707,NA,NA,24,0.013400682,0.43473397,,,
25,-121.961101,45.785414,2003,149,24,Point,0,4,1/4/18,2,NA,NA,0.365415,1.70701e+13,1,NA,460,46003,0,1,0,5.50004e+13,1707,1,106310,5.50004e+13,8,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.81732,5.50003e+13,0.365415,0,1,0,0,0,7,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.0872,0.0872,0.0872,61324,57448,61324,57448,0.146036,0.265415,1,0,0.0195,A,1707,0.004255,106310,5.50004e+13,8,1,1,5.50004e+13,5.50004e+13,5.50004e+13,5.50004e+13,269.81732,5.50003e+13,0.365415,0,1,0,0,0,7,5.50004e+13,5.50004e+13,0,1,0,100,1.70701e+13,0,0,0,0,0.0872,0.0872,0.0872,61324,57448,61324,57448,0.146036,0.265415,1,0,0.0195,A,1707,NA,NA,25,0.014257088,0.571360785,,,
